Product URL,Product Name,Product Price,Rating,Number of reviews,Manufacturer,ASIN

https://www.amazon.in//LOOKMUSTER-Waterproof-Backpack-College-Business/dp/B0BZW8KW18/ref=sr_1_6?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.bKQC-Y_oLtKW5m2ymOhcFQ9AtL6LRq4ugtNPDI6d6Nqeu3W_KnAJNuV_SLk7ny_d4wc-bchaO_RD_glBdlvj_j8uxhJ9Ieg9pMz5mwKWWm6VdgsMh4_emlUi_EGsLlQ6VgaxvpqyQLMRydzZpDI19n7JHe9eTWiT5usvsXOf_ZGTianLDJeIhuhVBUvH_xvgRoEV6gKZdY4au3AYRmu47UmZoAkw5_qYOcVXQVGJfgU.e9bDEehyEVGnPw7wJXmeQj_mKrdxkJ4OlePz284LZd0&dib_tag=se&keywords=bags&qid=1728114684&sprefix=ba%2Caps%2C283&sr=8-6,LOOKMUSTER (15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack  ,₹309,3.6 out of 5 stars,316,"LOOKMUSTER, ABU GROUP OF INDUSTRIES B-3/406 AGAR NAGAR PREM NAGAR-RD KIRARI SULEMAN NAGAR DELHI-110086",B0BZW8KW18

https://www.amazon.in//Aristocrat-Nova-Laptop-Backpack-School/dp/B0D8BG7S4P/ref=sr_1_7?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.bKQC-Y_oLtKW5m2ymOhcFQ9AtL6LRq4ugtNPDI6d6Nqeu3W_KnAJNuV_SLk7ny_d4wc-bchaO_RD_glBdlvj_j8uxhJ9Ieg9pMz5mwKWWm6VdgsMh4_emlUi_EGsLlQ6VgaxvpqyQLMRydzZpDI19n7JHe9eTWiT5usvsXOf_ZGTianLDJeIhuhVBUvH_xvgRoEV6gKZdY4au3AYRmu47UmZoAkw5_qYOcVXQVGJfgU.e9bDEehyEVGnPw7wJXmeQj_mKrdxkJ4OlePz284LZd0&dib_tag=se&keywords=bags&qid=1728114684&sprefix=ba%2Caps%2C283&sr=8-7,Aristocrat Nova Laptop Backpack - Black/School bag  ,₹299,3.7 out of 5 stars,31,"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India, VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",B0D8BG7S4P

https://www.amazon.in//Safari-Laptop-Backpack-Raincover-college/dp/B097JJ2CK6/ref=sr_1_8?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.bKQC-Y_oLtKW5m2ymOhcFQ9AtL6LRq4ugtNPDI6d6Nqeu3W_KnAJNuV_SLk7ny_d4wc-bchaO_RD_glBdlvj_j8uxhJ9Ieg9pMz5mwKWWm6VdgsMh4_emlUi_EGsLlQ6VgaxvpqyQLMRydzZpDI19n7JHe9eTWiT5usvsXOf_ZGTianLDJeIhuhVBUvH_xvgRoEV6gKZdY4au3AYRmu47UmZoAkw5_qYOcVXQVGJfgU.e9bDEehyEVGnPw7wJXmeQj_mKrdxkJ4OlePz284LZd0&dib_tag=se&keywords=bags&qid=1728114684&sprefix=ba%2Caps%2C283&sr=8-8,"Safari Omega spacious/large laptop backpack with Raincover, college bag, travel bag for men and women, Black, 30 Litre  ",₹619,4.0 out of 5 stars,"3,179","Safari, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838",B097JJ2CK6

https://www.amazon.in//Impulse-Metro-travel-Resistant-Black/dp/B0DGRMB3DT/ref=sr_1_9?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.bKQC-Y_oLtKW5m2ymOhcFQ9AtL6LRq4ugtNPDI6d6Nqeu3W_KnAJNuV_SLk7ny_d4wc-bchaO_RD_glBdlvj_j8uxhJ9Ieg9pMz5mwKWWm6VdgsMh4_emlUi_EGsLlQ6VgaxvpqyQLMRydzZpDI19n7JHe9eTWiT5usvsXOf_ZGTianLDJeIhuhVBUvH_xvgRoEV6gKZdY4au3AYRmu47UmZoAkw5_qYOcVXQVGJfgU.e9bDEehyEVGnPw7wJXmeQj_mKrdxkJ4OlePz284LZd0&dib_tag=se&keywords=bags&qid=1728114684&sprefix=ba%2Caps%2C283&sr=8-9,Impulse 35L Metro travel Unisex Water Resistant Travel Laptop Backpack Office Bag/School Bag/College Bag/Business Bag Fits Up to 16 Inch Laptop  ,₹499, , ,"Impulse travel gears private limited, Impulse gurgaon",B0DGRMB3DT

https://www.amazon.in//Wesley-Raincover-Internal-Organiser-Backpack/dp/B0D37BRN7X/ref=sr_1_10?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.bKQC-Y_oLtKW5m2ymOhcFQ9AtL6LRq4ugtNPDI6d6Nqeu3W_KnAJNuV_SLk7ny_d4wc-bchaO_RD_glBdlvj_j8uxhJ9Ieg9pMz5mwKWWm6VdgsMh4_emlUi_EGsLlQ6VgaxvpqyQLMRydzZpDI19n7JHe9eTWiT5usvsXOf_ZGTianLDJeIhuhVBUvH_xvgRoEV6gKZdY4au3AYRmu47UmZoAkw5_qYOcVXQVGJfgU.e9bDEehyEVGnPw7wJXmeQj_mKrdxkJ4OlePz284LZd0&dib_tag=se&keywords=bags&qid=1728114684&sprefix=ba%2Caps%2C283&sr=8-10,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Backpack  ,₹549,4.1 out of 5 stars,"2,821","Wesley, Longani Trading Company",B0D37BRN7X

https://www.amazon.in//sspa/click?ie=UTF8&spc=MTozNTkxMDc5OTcxNjY3Mzk4OjE3MjgxMTQ2ODQ6c3BfbXRmOjMwMDM1MzA3NzE3OTIzMjo6MDo6&url=%2FSafari-Compartments-Multiple-Umbrella-Backpack%2Fdp%2FB0DG2HCJJY%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26dib%3DeyJ2IjoiMSJ9.bKQC-Y_oLtKW5m2ymOhcFQ9AtL6LRq4ugtNPDI6d6Nqeu3W_KnAJNuV_SLk7ny_d4wc-bchaO_RD_glBdlvj_j8uxhJ9Ieg9pMz5mwKWWm6VdgsMh4_emlUi_EGsLlQ6VgaxvpqyQLMRydzZpDI19n7JHe9eTWiT5usvsXOf_ZGTianLDJeIhuhVBUvH_xvgRoEV6gKZdY4au3AYRmu47UmZoAkw5_qYOcVXQVGJfgU.e9bDEehyEVGnPw7wJXmeQj_mKrdxkJ4OlePz284LZd0%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1728114684%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Safari Elite 25L Sleek Formal Laptop Bag, 2 Compartments, Multiple Front Pockets, Bottle & Umbrella Holder, Trolley Sleeve, Premium Office Backpack for Men & Women, Ideal for College Boys & Girls  ","₹1,699",5.0 out of 5 stars,2,"Safari, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near International Airport Mumbai- 400059, Phone Number: +91-22-40381851/838, Email ID: customercare@safari.in",B0DG2HCJJY

https://www.amazon.in//sspa/click?ie=UTF8&spc=MTozNTkxMDc5OTcxNjY3Mzk4OjE3MjgxMTQ2ODQ6c3BfbXRmOjMwMDM0NjE0MTI2NzkzMjo6MDo6&url=%2FDailyObjects-Everyday-Backpack-Compatible-Compartments%2Fdp%2FB0BRSBXFXM%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C61O4MLT%26dib%3DeyJ2IjoiMSJ9.bKQC-Y_oLtKW5m2ymOhcFQ9AtL6LRq4ugtNPDI6d6Nqeu3W_KnAJNuV_SLk7ny_d4wc-bchaO_RD_glBdlvj_j8uxhJ9Ieg9pMz5mwKWWm6VdgsMh4_emlUi_EGsLlQ6VgaxvpqyQLMRydzZpDI19n7JHe9eTWiT5usvsXOf_ZGTianLDJeIhuhVBUvH_xvgRoEV6gKZdY4au3AYRmu47UmZoAkw5_qYOcVXQVGJfgU.e9bDEehyEVGnPw7wJXmeQj_mKrdxkJ4OlePz284LZd0%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1728114684%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,DailyObjects Pedal Everyday Casual Laptop Backpack Compatible with upto 14 inch Laptop | Unisex Travel Backpack | Made of Durable Canvas Material | Zippered Compartments with Pockets  ,"₹1,499",3.8 out of 5 stars,171,"DailyObjects, FIRKI WHOLESALE PRIVATE LIMITED,Block-A, Property No-12/1, Industrial Colony,Infocity,Sector-34,Gurgaon, Gurgaon, Haryana, India 122004",B0BRSBXFXM

https://www.amazon.in//Skybags-Brat-Green-Casual-Backpack/dp/B08Z21W4TG/ref=sr_1_13?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.bKQC-Y_oLtKW5m2ymOhcFQ9AtL6LRq4ugtNPDI6d6Nqeu3W_KnAJNuV_SLk7ny_d4wc-bchaO_RD_glBdlvj_j8uxhJ9Ieg9pMz5mwKWWm6VdgsMh4_emlUi_EGsLlQ6VgaxvpqyQLMRydzZpDI19n7JHe9eTWiT5usvsXOf_ZGTianLDJeIhuhVBUvH_xvgRoEV6gKZdY4au3AYRmu47UmZoAkw5_qYOcVXQVGJfgU.e9bDEehyEVGnPw7wJXmeQj_mKrdxkJ4OlePz284LZd0&dib_tag=se&keywords=bags&qid=1728114684&sprefix=ba%2Caps%2C283&sr=8-13,"Skybags Casual Backpack 28L, 2 Main Compartments, Bottle Pocket, Front Pocket, Padded Shoulder Strap  ",₹446,4.1 out of 5 stars,"13,484","VIP Industries Ltd, VIP Industries Ltd, VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",B08Z21W4TG

https://www.amazon.in//TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_14?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.bKQC-Y_oLtKW5m2ymOhcFQ9AtL6LRq4ugtNPDI6d6Nqeu3W_KnAJNuV_SLk7ny_d4wc-bchaO_RD_glBdlvj_j8uxhJ9Ieg9pMz5mwKWWm6VdgsMh4_emlUi_EGsLlQ6VgaxvpqyQLMRydzZpDI19n7JHe9eTWiT5usvsXOf_ZGTianLDJeIhuhVBUvH_xvgRoEV6gKZdY4au3AYRmu47UmZoAkw5_qYOcVXQVGJfgU.e9bDEehyEVGnPw7wJXmeQj_mKrdxkJ4OlePz284LZd0&dib_tag=se&keywords=bags&qid=1728114684&sprefix=ba%2Caps%2C283&sr=8-14,TRUE HUMAN EMPEROR® Anti-Theft Bagkpack With USB Charging Port Laptop bag/Office bag/College bag/Travel bag with Anti -Theft back pocket (LEGEND)  ,₹599,3.8 out of 5 stars,"3,712","Rama luxury store, Rama luxury store",B09QJ7ZF2Y

https://www.amazon.in//Lavie-Sport-Sprinter-Daypack-Compartment/dp/B0CZNRHM2N/ref=sr_1_15?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.bKQC-Y_oLtKW5m2ymOhcFQ9AtL6LRq4ugtNPDI6d6Nqeu3W_KnAJNuV_SLk7ny_d4wc-bchaO_RD_glBdlvj_j8uxhJ9Ieg9pMz5mwKWWm6VdgsMh4_emlUi_EGsLlQ6VgaxvpqyQLMRydzZpDI19n7JHe9eTWiT5usvsXOf_ZGTianLDJeIhuhVBUvH_xvgRoEV6gKZdY4au3AYRmu47UmZoAkw5_qYOcVXQVGJfgU.e9bDEehyEVGnPw7wJXmeQj_mKrdxkJ4OlePz284LZd0&dib_tag=se&keywords=bags&qid=1728114684&sprefix=ba%2Caps%2C283&sr=8-15,Lavie Sport Sprinter 11 Litre Daypack Unisex Casual Bag For Boys & Girls  ,₹195,3.6 out of 5 stars,522,"Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093",B0CZNRHM2N

